,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Target
91,-381.975,198.41771,73.88261,-3.1640954,-2.2643685,19.371729,13.917151,-3.547523,-2.1741877,11.602773,12.956866,1.7743274,-2.512254,4.4161167,8.4444685,3.5205472,-0.53999114,2.5410101,5.9029503,3.392113,-0.3715922,0.55514526,3.615332,3.5177448,1.1239567,1
92,-428.81213,178.58904,51.829395,-14.526576,2.5498729,29.408192,17.093487,-5.6343985,-1.6680713,14.537995,12.228065,-3.1033225,-6.2669373,3.277345,6.1446137,-1.0945834,-3.7005641,2.8650606,6.817144,2.1880424,-2.602857,-1.0800772,1.8492764,0.92562985,-0.9471883,2
93,-337.91092,169.18135,71.94032,10.84216,9.658847,24.528584,18.521511,3.1535528,2.6704252,12.602312,13.231726,3.438034,-1.6767712,2.4202323,5.4919252,2.260387,-0.533155,1.8808709,4.472681,2.3761039,-1.0368094,-0.8969227,1.2261585,1.2015864,-0.5621159,2
94,-596.1798,79.996796,8.53322,32.317158,7.9890194,13.164901,1.7313288,5.1589036,-0.15642914,3.3662977,-0.9882892,1.1786706,-2.7295067,-1.327835,-5.023715,-3.6722333,-6.0222826,-4.59457,-6.386098,-4.2051115,-5.285502,-2.7661288,-3.972446,-1.6233793,-2.8997238,2
95,-421.12054,221.52359,58.113018,-19.97512,7.651499,37.16324,13.195013,-14.824851,-2.1816545,20.697538,14.025175,-5.7227125,-5.6089373,6.603317,5.5369997,-4.6658106,-4.0962915,4.5469303,4.892738,-1.4056628,-1.1630546,3.6890624,1.8322933,-3.923276,-2.2442467,2
96,-316.11893,75.55016,21.796965,34.158047,15.087153,20.532585,10.295937,14.021837,6.5883846,10.109463,3.067855,6.2715096,-0.404536,3.7484663,-2.0689974,2.336451,-2.0932162,2.103854,-2.6094174,1.2155659,-2.6617072,0.926259,-2.566046,1.0488386,-3.1606834,2
97,88.36083,38.93526,-26.960474,14.106846,-10.827706,1.911335,-7.9352474,0.7762484,-8.318104,-0.79469836,-3.4830174,1.420266,-3.2234359,2.2599542,-1.8325934,0.33848795,-4.2121015,0.16907014,-4.448815,0.7994606,-2.7481663,0.8560693,-2.5011709,1.2588162,-1.9620348,0
98,-353.9401,170.46602,63.979454,5.3580823,14.848656,33.957375,22.89367,3.7049668,5.7149262,17.758062,15.280317,1.8219241,-2.8817317,2.8383648,5.035797,0.5002505,-1.1975892,2.647501,4.483583,1.5311943,-0.51044035,0.881027,1.6039095,0.106723845,0.039191682,2
99,-325.89447,188.88199,79.28867,6.8601193,2.0999343,20.979748,20.070805,5.531806,2.746565,11.443378,12.977115,3.9732945,-1.528036,2.4468124,6.289152,3.2434983,-0.6379185,0.9350743,4.04474,2.710143,-0.90382814,-1.1527005,1.5318836,2.3396213,0.37380055,1
100,-382.82614,169.06766,70.138214,9.743278,11.545193,28.087952,19.92228,0.46646932,-2.3259678,8.154056,10.462855,2.0334609,-1.9009947,3.331498,6.7415223,2.9420142,0.09210467,3.8077922,7.5371614,4.5909696,-0.74191636,-0.96346515,2.9183178,4.571991,2.7917376,2
101,-417.64896,203.97754,38.39875,-34.42108,3.5650494,40.445164,17.965929,-11.420005,-0.73964727,19.310368,10.6223755,-6.960828,-1.4294456,13.880779,10.759884,-3.1622818,-3.9787018,4.808047,4.5251,-2.369257,-1.0388035,5.216595,2.854916,-4.244585,-2.1272295,2
102,-343.7423,165.99701,53.213665,-6.7130237,7.7163386,32.293354,22.649462,2.1098533,3.2738366,15.743224,14.427169,3.2849777,1.7573649,8.930987,8.989244,0.8511563,-2.094154,3.400322,6.76751,3.1679385,-0.44219607,0.3623626,1.2967857,-0.2783595,-0.5955915,2
103,-375.32355,167.61101,63.04278,1.5611782,6.9709616,28.035301,23.85439,8.8602085,9.920439,20.091665,17.220985,2.887025,-3.471195,2.6055126,7.2648454,3.6317773,0.11240723,2.738792,5.641078,3.2685132,-0.22929855,0.52290577,3.1205726,2.7706313,0.5471882,2
104,-531.7819,89.59895,69.90689,48.727444,31.759617,21.6373,17.356464,16.357576,15.150825,12.417286,9.122032,6.6392856,4.629624,2.6799948,1.3857992,1.5219784,2.385639,2.9293067,2.8239849,2.3249676,1.4295405,0.5389831,0.32371038,0.8658898,1.2386466,1
105,-431.6064,171.73412,56.89792,-6.4275966,3.7944949,24.714659,13.7607355,-4.7694964,0.5562559,16.202541,14.381118,-0.39447746,-5.1002703,2.2135603,4.9598117,-0.70145273,-2.5280137,3.593087,7.464095,3.49309,-1.0904982,-0.09004244,2.6767004,2.3603656,0.9460378,2
106,-404.23834,174.00047,60.489815,-3.59552,4.537136,28.322203,23.988306,8.134104,8.925077,18.198061,13.889067,0.03595627,-3.6336246,4.057613,7.309449,1.5015047,-2.3773615,0.90825266,3.6082485,0.6112336,-2.499136,-0.705038,2.28264,1.7563633,-0.32110813,2
107,-438.33582,189.8458,59.17308,-8.877095,6.7860575,30.589802,15.9425,-4.8623323,4.0388656,23.201546,19.60269,1.0493964,-4.7330365,3.0897367,5.1368947,-1.4007375,-2.50767,4.41916,7.548526,2.9810047,-0.38563487,1.7241077,3.309709,1.174049,-0.048465908,2
108,-283.23468,151.96483,58.863853,0.7878333,-1.0004681,11.016572,4.2384806,-7.8502913,-4.1074157,7.271842,7.1133904,-2.897976,-7.0111814,-1.7278332,2.6613088,0.99160707,-1.3622168,-0.3189241,1.3214706,0.82183045,-0.2190244,0.0860452,1.155653,2.2075005,3.313249,2
109,-438.19867,165.49185,58.179585,-0.30883747,10.444974,31.275522,21.646338,3.1572165,5.156213,16.779152,13.886547,0.74294895,-2.3732316,5.4790735,8.719314,3.597754,1.0394337,4.9837174,6.945279,2.5585203,-1.5774931,-0.28110164,2.5996063,2.5482938,1.4109623,2
110,-412.33237,217.0835,42.58704,-35.39325,3.7398725,43.16359,19.290894,-14.150803,-5.6488013,15.517705,8.687663,-8.760934,-4.539343,9.776687,6.99626,-5.5947585,-4.9526186,4.977844,5.485753,-1.0676188,-0.099441096,5.110083,1.77436,-5.181851,-1.7049781,2
111,-326.3252,165.95454,53.732315,-10.494374,-0.36786777,26.661278,23.507397,5.4000983,4.197953,15.840696,16.852686,5.8906217,0.6697124,5.9058557,9.138409,4.5397296,0.53543127,2.7578876,5.3946586,3.1685774,-0.103863455,0.31146047,2.1801128,1.5889372,-0.23493797,2
112,-418.2252,103.31046,17.579212,40.90935,16.928963,21.028467,3.92345,9.730376,1.6661712,3.491797,-5.2524414,0.189073,-3.3595335,-0.49418318,-6.9976125,-2.2026184,-4.4754615,-1.7393562,-7.1673465,-1.419623,-3.2891593,-1.440257,-5.6961355,-1.0822729,-2.832245,2
113,-399.45676,202.6728,49.62045,-22.859955,4.7073445,36.095764,17.313486,-8.736948,-0.42530113,17.630396,11.571083,-4.1584444,-2.1189282,9.056922,6.9065647,-3.4392772,-3.3382971,4.578865,5.1175003,-0.7039367,-1.3017865,2.0861537,0.35611996,-3.7008758,-1.0302345,2
114,-335.82825,190.0284,65.86809,-4.598967,3.267165,24.247044,12.943541,-6.7282133,-1.9670196,14.564811,14.439479,0.9995322,-3.2448034,4.0069504,6.877068,1.5633752,-0.7716321,3.3178341,5.0741816,1.1426374,-1.3287665,1.1842729,3.09896,1.0703608,-0.5148723,2
115,-398.55768,191.92873,53.093906,-15.665942,5.1948504,33.346146,19.471857,-2.1214368,5.305721,21.661257,15.974577,-0.8580846,-3.0321095,5.2461357,4.4072375,-3.5642715,-3.1249928,4.533498,5.954593,0.6845964,-0.7283734,2.4445727,2.05401,-1.4855764,-0.44356218,2
116,-444.48004,222.71266,36.17437,-43.53888,3.5597208,48.068928,22.407236,-13.351038,-4.683151,15.619794,6.320252,-10.980109,-3.3695433,12.737333,7.951751,-6.8653755,-5.9503055,4.7942786,4.7025704,-2.5713377,-1.3048153,4.1062884,0.4778008,-6.010442,-1.6152065,2
